time,soil,light,ph,steam,dh_h,dh_t,therm,lm35
1147,1.4054211,1.5609524,0.6000004,0.091868132,51,23,25.32077,26.8351652
1148,1.4054211,1.5609524,0.6000004,0.091868132,51,23,25.522126,26.27106
1150,1.3981684,1.4553846,0.6000004,0.091868132,51,23,25.522126,26.190478
1151,1.3683516,1.4553846,0.6000004,0.091868132,51,23,25.522126,26.190478
1152,1.3683516,1.4553846,0.6000004,0.091868132,51,23,25.522126,26.190478
1154,1.3981684,1.4553846,0.6000004,0.09347985,51,23,25.522126,26.190478
1155,1.4038096,1.5045421,0.6000004,0.09347985,51,24,25.522126,26.8351652
1156,1.4038096,1.5045421,0.6000004,0.09347985,51,24,25.522126,26.8351652
1157,1.4038096,1.5045421,0.6000004,0.092673992,50,24,25.522126,27.15751
1159,1.4038096,1.5609524,0.6000004,0.09106227,50,24,25.597564,26.8351652
1160,1.4021978,1.5609524,0.6000004,0.09106227,50,24,25.848602,26.67399
1161,1.383663,1.5609524,0.6000004,0.09106227,50,24,25.848602,26.67399
1163,1.3675458,1.5657876,0.6000004,0.089450548,50,24,25.848602,26.67399
1164,1.4021978,1.5609524,0.6000004,0.089450548,50,24,25.848602,26.67399
1165,1.3675458,1.5657876,0.6000004,0.090256416,50,24,25.848602,26.8351652
1166,1.3675458,1.5657876,0.6000004,0.090256416,50,24,26.049042,26.8351652
1168,1.4118682,1.5657876,0.6000004,0.091868132,50,24,26.049042,26.8351652
1169,1.4118682,1.5214652,0.6000004,0.09347985,50,24,26.049042,26.8351652
1170,1.3756044,1.5214652,0.6000004,0.09347985,50,24,26.049042,26.75458
1172,1.3989743,1.5214652,0.6000004,0.09347985,50,24,26.049042,26.75458
1173,1.3844688,1.5698168,0.6000004,0.09347985,50,24,26.049042,26.75458
1174,1.3844688,1.5214652,0.6000004,0.09347985,50,24,25.973908,26.75458
1175,1.3844688,1.5698168,0.6000004,0.09589743,49,24,25.973908,26.75458
1177,1.3860806,1.5698168,0.6000004,0.09347985,49,24,25.948884,26.8351652
1178,1.3860806,1.5271063,0.6000004,0.090256416,49,24,25.948884,26.75458
1179,1.400586,1.4731135,0.6000004,0.09347985,49,24,25.948884,26.8351652
1181,1.400586,1.5182416,0.6000004,0.09347985,49,24,25.898742,26.8351652
1182,1.400586,1.5182416,0.6000004,0.092673992,49,24,25.798432,26.8351652
1183,1.400586,1.4731135,0.6000004,0.09347985,49,24,25.798432,26.8351652
1184,1.3828571,1.5182416,0.6000004,0.09347985,49,24,25.798432,26.8351652
1186,1.3828571,1.5182416,0.6000004,0.092673992,49,24,26.09909,27.8022
1187,1.4110622,1.661685,0.6000004,0.091868132,49,24,26.174164,27.8022
1188,1.4110622,1.661685,0.6000004,0.08783882,49,24,26.174164,27.8022
1190,1.4134798,1.661685,0.6000004,0.08783882,49,24,26.174164,27.882782
1191,1.4175091,1.5238828,0.6000004,0.08783882,49,24,25.898742,27.882782
1192,1.4134798,1.661685,0.6000004,0.08703297,49,24,25.898742,27.963372
1194,1.4175091,1.5238828,0.6000004,0.08703297,48,25,25.898742,27.963372
1195,1.4207326,1.5238828,0.6000004,0.08783882,48,24,25.998962,27.721611
1196,1.4207326,1.5254944,0.6000004,0.08864469,48,25,26.074066,27.15751
1197,1.4207326,1.5254944,0.6000004,0.08864469,48,25,26.074066,27.15751
1199,1.4207326,1.5254944,0.6000004,0.089450548,48,25,25.998962,27.15751
1200,1.4021978,1.5351648,0.6000004,0.090256416,48,25,25.74826,28.124542
1201,1.3989743,1.5351648,0.6000004,0.090256416,48,25,25.69806,28.124542
1203,1.372381,1.4948717,0.6000004,0.090256416,48,25,25.572418,28.124542
1204,1.372381,1.5351648,0.6000004,0.08783882,48,25,25.69806,28.124542
1205,1.372381,1.4948717,0.6000004,0.08783882,48,25,25.69806,28.124542
1206,1.4021978,1.4618314,0.6000004,0.08783882,48,25,25.848602,28.124542
1208,1.4038096,1.4618314,0.6000004,0.08864469,48,25,25.998962,28.124542
1209,1.4118682,1.4763371,0.6000004,0.09106227,47,25,26.023986,28.20513
1210,1.4118682,1.4763371,0.6000004,0.09106227,47,25,26.023986,28.124542
1212,1.4118682,1.4868132,0.6000004,0.091868132,47,25,26.324128,27.963372
1213,1.4118682,1.4868132,0.6000004,0.09106227,47,25,26.573638,27.963372
1214,1.4062271,1.4868132,0.6000004,0.091868132,47,25,26.598572,27.963372
1215,1.4062271,1.5263003,0.6000004,0.091868132,47,25,26.598572,27.641026
1217,1.423956,1.5263003,0.6000004,0.091868132,47,25,26.6484068,27.56044
1218,1.423956,1.5246887,0.6000004,0.091868132,47,25,26.772918,27.56044
1219,1.423956,1.5263003,0.6000004,0.091868132,47,25,26.7978216,27.56044
1221,1.423956,1.5246887,0.6000004,0.091868132,47,25,26.6484068,27.56044
1222,1.3562638,1.5246887,0.6000004,0.091868132,47,25,26.6484068,27.56044
1223,1.3498168,1.5246887,0.6000004,0.091868132,47,25,26.34906,27.641026
1224,1.3498168,1.5230769,0.6000004,0.091868132,47,25,26.299134,27.641026
1226,1.3498168,1.5230769,0.6000004,0.091868132,47,25,26.299134,27.641026
1227,1.3498168,1.5230769,0.6000004,0.092673992,47,25,26.199158,27.8022
1228,1.3401466,1.5230769,0.6000004,0.092673992,47,25,26.299134,28.124542
1230,1.3345054,1.5496703,0.6000004,0.092673992,47,25,26.249146,28.688642
1231,1.3345054,1.5496703,0.6000004,0.09347985,47,25,26.374054,28.3663
1232,1.3345054,1.5496703,0.6000004,0.09347985,47,25,26.374054,28.3663
1233,1.3699634,1.5947984,0.6000004,0.09347985,46,25,26.623474,28.285714
1235,1.3699634,1.5947984,0.6000004,0.092673992,46,25,26.623474,28.285714
1236,1.3925275,1.5947984,0.6000004,0.091868132,46,25,26.698242,28.285714
1237,1.3925275,1.5947984,0.6000004,0.09106227,46,25,26.698242,28.285714
1239,1.3699634,1.5359707,0.6000004,0.089450548,46,25,26.623474,27.882782
1240,1.3385347,1.5013187,0.6000004,0.089450548,46,26,26.27417,27.882782
1241,1.3691574,1.5013187,0.6000004,0.089450548,46,26,26.448944,28.124542
1243,1.3691574,1.5013187,0.6000004,0.09106227,46,26,26.448944,28.124542
1244,1.3691574,1.5013187,0.6000004,0.095091576,46,26,26.448944,28.124542
1245,1.3981684,1.5013187,0.6000004,0.09589743,46,26,26.623474,28.20513
1246,1.4038096,1.545641,0.6000004,0.09589743,46,26,26.6484068,28.446886
1248,1.4038096,1.545641,0.6000004,0.095091576,46,26,26.822692,28.446886
1249,1.3981684,1.545641,0.6000004,0.095091576,46,26,26.822692,28.446886
1250,1.3981684,1.6447618,0.6000004,0.092673992,46,26,27.0961,28.60806
1252,1.3675458,1.6447618,0.6000004,0.091868132,46,26,26.847564,28.60806
1253,1.3570695,1.6447618,0.6000004,0.091868132,46,26,26.822692,28.124542
1254,1.3627106,1.6447618,0.6000004,0.08864469,45,26,26.6484068,28.60806
1255,1.3675458,1.5045421,0.6000004,0.08864469,45,26,26.847564,28.60806
1257,1.3627106,1.5045421,0.6000004,0.08703297,45,26,26.598572,28.124542
1258,1.3627106,1.5045421,0.6000004,0.086227108,45,26,26.42398,28.124542
1259,1.365934,1.5045421,0.6000004,0.08703297,45,26,26.548706,28.688642
1261,1.3901099,1.4779487,0.6000004,0.08864469,45,26,26.598572,28.688642
1262,1.365934,1.5682051,0.6000004,0.08864469,45,26,26.598572,28.3663
1263,1.3901099,1.5682051,0.6000004,0.08864469,45,26,26.598572,28.3663
1264,1.4062271,1.5682051,0.6000004,0.08864469,45,26,26.897308,28.849818
1266,1.4062271,1.5682051,0.6000004,0.08864469,45,26,27.046418,28.3663
1267,1.4062271,1.6358974,0.6000004,0.08864469,45,26,27.046418,28.3663
1268,1.4062271,1.6358974,0.6000004,0.08864469,45,26,27.170562,28.3663
1270,1.3627106,1.6358974,0.6000004,0.08864469,45,26,27.170562,28.527472
1271,1.3627106,1.6358974,0.6000004,0.08864469,45,26,27.046418,28.527472
1272,1.3747985,1.6181685,0.6000004,0.089450548,45,26,27.170562,28.527472
1273,1.3747985,1.6181685,0.6000004,0.089450548,45,26,27.294586,28.527472
1275,1.3747985,1.6181685,0.6000004,0.089450548,44,26,27.294586,28.527472
1276,1.3860806,1.4916483,0.6000004,0.091868132,44,26,27.294586,29.172162
1277,1.3860806,1.4916483,0.6000004,0.089450548,44,26,27.294586,28.527472
1279,1.349011,1.4916483,0.6000004,0.089450548,44,26,27.220184,28.446886
1280,1.349011,1.4916483,0.6000004,0.091868132,44,26,27.046418,28.527472
1281,1.3578755,1.5923809,0.6000004,0.091868132,44,26,26.996734,28.527472
1283,1.3578755,1.5923809,0.6000004,0.091868132,44,26,27.046418,28.527472
1284,1.3578755,1.5923809,0.6000004,0.092673992,44,26,27.046418,28.769232
1285,1.3764102,1.6221978,0.6000004,0.092673992,44,26,27.319396,28.769232
1286,1.3764102,1.6221978,0.6000004,0.09106227,44,26,27.319396,28.769232
1288,1.3764102,1.528718,0.6000004,0.092673992,44,27,27.368958,28.769232
1289,1.3764102,1.6221978,0.6000004,0.09106227,44,27,27.368958,28.769232
1290,1.3764102,1.528718,0.6000004,0.09106227,44,27,27.319396,28.769232
1292,1.3973626,1.528718,0.6000004,0.09750915,44,27,27.368958,28.769232
1293,1.407033,1.5883516,0.6000004,0.09750915,44,27,27.542328,28.930402
1294,1.3973626,1.5883516,0.6000004,0.09428572,44,27,27.542328,28.769232
1295,1.3683516,1.5883516,0.6000004,0.09428572,44,27,27.542328,28.769232
1297,1.407033,1.5883516,0.6000004,0.09428572,44,27,27.542328,28.849818
1298,1.3683516,1.4578022,0.6000004,0.09428572,44,27,27.418518,28.849818
1299,1.3683516,1.4578022,0.6000004,0.095091576,43,27,27.418518,28.849818
1301,1.3917216,1.4578022,0.6000004,0.09589743,43,27,27.468018,28.930402
1302,1.3917216,1.4578022,0.6000004,0.09992673,43,27,27.468018,29.736264
1303,1.3917216,1.4900366,0.6000004,0.09992673,43,27,27.591796,29.736264
1304,1.4046154,1.4900366,0.6000004,0.09589743,43,27,27.641266,29.736264
1306,1.4046154,1.4900366,0.6000004,0.091868132,43,27,27.913086,29.736264
1307,1.4134798,1.5706227,0.6000004,0.090256416,43,27,27.913086,29.172162
1308,1.4142857,1.5706227,0.6000004,0.090256416,43,27,27.913086,29.172162
1310,1.4142857,1.5706227,0.6000004,0.090256416,43,27,28.0364984,29.172162
1311,1.4142857,1.5706227,0.6000004,0.090256416,43,27,27.814332,29.172162
1312,1.4094505,1.4537728,0.6000004,0.090256416,43,27,27.443268,29.091574
1313,1.4094505,1.4537728,0.6000004,0.090256416,43,27,27.814332,29.091574
1315,1.4094505,1.4537728,0.6000004,0.090256416,43,27,27.616546,29.091574
1316,1.4094505,1.4537728,0.6000004,0.091868132,43,27,27.616546,29.091574
1317,1.4207326,1.4537728,0.6000004,0.091868132,43,27,27.83902,29.897434
1319,1.4215384,1.4328204,0.6000004,0.091868132,43,27,27.937806,29.897434
1320,1.4215384,1.4328204,0.6000004,0.091868132,43,27,27.937806,29.897434
1321,1.4207326,1.4328204,0.6000004,0.090256416,43,27,27.937806,29.413922
1322,1.3570695,1.4328204,0.6000004,0.08864469,42,27,27.690734,29.333332
1324,1.3570695,1.4626373,0.6000004,0.08703297,42,27,27.468018,29.252746
1325,1.3570695,1.4626373,0.6000004,0.08703297,42,27,27.468018,29.252746
1326,1.3868864,1.4626373,0.6000004,0.08783882,42,27,27.468018,29.413922
1328,1.3868864,1.6060805,0.6000004,0.08703297,42,27,27.393738,29.413922
1329,1.3868864,1.6060805,0.6000004,0.08783882,42,27,27.393738,29.413922
1330,1.4038096,1.6060805,0.6000004,0.08783882,42,27,27.690734,29.978024
1332,1.3917216,1.6060805,0.6000004,0.08783882,42,27,27.393738,29.4945032
1333,1.3917216,1.585934,0.6000004,0.086227108,42,27,27.393738,29.4945032
1334,1.4038096,1.585934,0.6000004,0.086227108,42,27,27.393738,29.4945032
1335,1.4046154,1.585934,0.6000004,0.08542124,42,27,27.690734,30.300366
1337,1.4046154,1.585934,0.6000004,0.08542124,42,27,27.616546,29.4945032
1338,1.4046154,1.585934,0.6000004,0.08542124,42,27,27.616546,29.413922
1339,1.4142857,1.4771428,0.6000004,0.08542124,42,27,27.666016,29.413922
1341,1.3941392,1.4771428,0.6000004,0.08542124,42,27,27.666016,29.4945032
1342,1.3764102,1.4771428,0.6000004,0.086227108,42,27,27.616546,29.4945032
1343,1.3941392,1.4771428,0.6000004,0.09106227,41,27,27.666016,29.4945032
1344,1.3981684,1.4980952,0.6000004,0.09106227,41,28,27.666016,30.300366
1346,1.3981684,1.4980952,0.6000004,0.08783882,41,28,27.740204,30.380952
1347,1.4030036,1.4980952,0.6000004,0.08783882,41,28,27.740204,30.380952
1348,1.4030036,1.4980952,0.6000004,0.08783882,41,28,27.740204,30.380952
1350,1.4030036,1.5738461,0.6000004,0.086227108,41,28,27.86374,30.300366
1351,1.3683516,1.314359,0.6000004,0.0821978,41,28,27.86374,29.736264
1352,1.365934,1.5303296,0.6000004,0.0821978,41,28,27.789612,29.736264
1353,1.365934,1.5303296,0.6000004,0.08461539,41,28,27.789612,29.736264
1355,1.3683516,1.5303296,0.6000004,0.08461539,41,28,27.987152,29.736264
1356,1.3731867,1.5303296,0.6000004,0.086227108,41,28,27.789612,29.736264
1357,1.3731867,1.5762637,0.6000004,0.086227108,41,28,27.690734,29.736264
1359,1.3731867,1.5762637,0.6000004,0.086227108,41,28,27.690734,30.622714
1360,1.3731867,1.5762637,0.6000004,0.089450548,41,28,27.690734,30.622714
1361,1.3731867,1.5762637,0.6000004,0.089450548,41,28,27.690734,29.978024
1362,1.3715751,1.4924543,0.6000004,0.08783882,41,28,27.418518,29.978024
1364,1.3715751,1.4924543,0.6000004,0.089450548,41,28,27.740204,29.978024
1365,1.4013919,1.4924543,0.6000004,0.089450548,41,28,27.740204,29.978024
1366,1.3957509,1.4223443,0.6000004,0.089450548,41,28,27.740204,29.978024
1368,1.3643223,1.4223443,0.6000004,0.089450548,41,28,27.740204,29.978024
1369,1.3957509,1.4223443,0.6000004,0.089450548,41,28,27.740204,30.139194
1370,1.3957509,1.4223443,0.6000004,0.089450548,41,28,27.740204,30.139194
1371,1.3957509,1.4223443,0.6000004,0.089450548,41,28,28.184448,30.461538
1373,1.412674,1.4392674,0.6000004,0.08703297,41,28,28.233734,30.461538
1374,1.412674,1.4392674,0.6000004,0.08703297,41,28,28.233734,30.380952
1375,1.3796337,1.4392674,0.6000004,0.08703297,41,28,27.913086,29.816852
1377,1.4134798,1.4392674,0.6000004,0.08703297,40,28,27.913086,30.380952
1378,1.4102564,1.5440292,0.6000004,0.08703297,40,28,27.913086,30.380952
1379,1.4062271,1.5440292,0.6000004,0.08703297,40,28,27.913086,30.219782
1381,1.4102564,1.5440292,0.6000004,0.08703297,40,28,27.690734,30.219782
1382,1.4102564,1.5440292,0.6000004,0.08703297,40,28,27.690734,30.380952
1383,1.4062271,1.4779487,0.6000004,0.08703297,40,28,27.740204,30.219782
1384,1.3965567,1.4779487,0.6000004,0.08703297,40,28,27.740204,30.05861
1386,1.3965567,1.5383882,0.6000004,0.08703297,40,28,27.740204,30.05861
1387,1.3965567,1.4779487,0.6000004,0.08703297,40,28,27.740204,30.945054
1388,1.3965567,1.5383882,0.6000004,0.08703297,40,28,27.789612,30.542124
1390,1.3965567,1.5383882,0.6000004,0.08542124,40,28,27.789612,30.542124
1391,1.4102564,1.5383882,0.6000004,0.08542124,40,28,28.0364984,30.542124
1392,1.4046154,1.522271,0.6000004,0.08542124,40,28,28.307648,30.461538
1393,1.3933333,1.522271,0.6000004,0.08542124,40,28,28.307648,30.461538
1395,1.3868864,1.522271,0.6000004,0.08783882,40,28,27.913086,29.978024
1396,1.4046154,1.522271,0.6000004,0.08864469,40,28,28.28299,30.461538
1397,1.4046154,1.4013919,0.6000004,0.08864469,40,28,28.28299,30.461538
1399,1.3868864,1.4013919,0.6000004,0.08864469,40,28,27.913086,29.978024
1400,1.3868864,1.4271794,0.6000004,0.08864469,40,28,28.28299,29.978024
1401,1.3812454,1.4013919,0.6000004,0.08864469,40,28,28.28299,30.461538
1402,1.3522344,1.4271794,0.6000004,0.08783882,40,28,28.061158,29.816852
1404,1.3522344,1.4610256,0.6000004,0.086227108,40,28,27.715454,29.816852
1405,1.3530402,1.4610256,0.6000004,0.086227108,40,28,27.715454,30.300366
1406,1.3530402,1.4690843,0.6000004,0.086227108,39,28,27.641266,30.380952
1408,1.3465934,1.4690843,0.6000004,0.086227108,40,28,27.641266,30.300366
1409,1.3530402,1.4690843,0.6000004,0.086227108,39,28,27.641266,30.380952
1410,1.3530402,1.4690843,0.6000004,0.086227108,39,28,27.591796,30.542124
1411,1.3441758,1.3449817,0.6000004,0.086227108,39,28,27.591796,30.380952
1413,1.3441758,1.3449817,0.6000004,0.086227108,39,28,27.789612,30.542124
1414,1.3562638,1.3449817,0.6000004,0.086227108,39,28,27.517578,30.542124
1415,1.34337,1.3449817,0.6000004,0.086227108,39,28,27.517578,30.542124
1417,1.34337,1.4344323,0.6000004,0.08300366,39,28,27.517578,30.300366
1418,1.3562638,1.4344323,0.6000004,0.08300366,39,28,27.269776,30.542124
1419,1.3764102,1.4344323,0.6000004,0.086227108,39,28,27.220184,30.300366
1421,1.3764102,1.4344323,0.6000004,0.08300366,39,28,27.269776,29.655678
1422,1.3764102,1.4231502,0.6000004,0.08783882,39,28,27.269776,30.300366
1423,1.3764102,1.4231502,0.6000004,0.08783882,39,28,27.269776,30.461538
1424,1.3691574,1.4231502,0.6000004,0.08380952,39,28,27.368958,29.655678
1426,1.3683516,1.4231502,0.6000004,0.08380952,39,28,27.368958,29.655678
1427,1.3683516,1.4150915,0.6000004,0.08380952,39,28,27.368958,30.139194
1428,1.3868864,1.4150915,0.6000004,0.08380952,39,28,27.393738,29.655678
1430,1.3868864,1.4150915,0.6000004,0.08380952,39,28,27.368958,29.333332
1431,1.4054211,1.4150915,0.6000004,0.08461539,39,28,27.517578,29.413922
1432,1.4142857,1.3530402,0.6000004,0.08461539,39,28,27.567048,29.413922
1433,1.4054211,1.3530402,0.6000004,0.08461539,39,28,27.517578,29.413922
1435,1.4142857,1.3530402,0.6000004,0.08542124,39,28,27.244996,29.4945032
1436,1.4142857,1.3530402,0.6000004,0.08542124,39,28,27.517578,29.4945032
1437,1.378022,1.4441026,0.6000004,0.08542124,39,28,27.244996,29.4945032
1439,1.378022,1.4441026,0.6000004,0.086227108,39,28,27.244996,29.4945032
1440,1.378022,1.4441026,0.6000004,0.08542124,39,28,27.244996,29.413922
1441,1.378022,1.4441026,0.6000004,0.08461539,39,28,27.071258,29.333332
1442,1.3522344,1.4175091,0.6000004,0.08461539,39,28,26.996734,29.333332
1444,1.3844688,1.4175091,0.6000004,0.08461539,39,28,26.996734,29.333332
1445,1.3844688,1.4175091,0.6000004,0.08461539,39,28,26.996734,29.333332
1446,1.4110622,1.4175091,0.6000004,0.086227108,39,28,26.996734,29.736264
1448,1.3844688,1.4682784,0.6000004,0.086227108,39,28,27.0961,29.816852
1449,1.3844688,1.4682784,0.6000004,0.08703297,39,28,27.0961,29.816852
1450,1.4078388,1.4682784,0.6000004,0.08703297,39,28,27.0961,29.816852
1451,1.4078388,1.4682784,0.6000004,0.086227108,39,28,27.046418,29.816852
1453,1.365934,1.4255678,0.6000004,0.08058608,39,28,26.598572,29.655678
1454,1.4062271,1.4255678,0.6000004,0.08139194,39,28,26.598572,29.655678
1455,1.4062271,1.4255678,0.6000004,0.08058608,39,28,26.598572,29.655678
1457,1.383663,1.3240293,0.6000004,0.08058608,39,28,26.573638,29.252746
1458,1.383663,1.3240293,0.6000004,0.08139194,39,28,26.249146,29.252746
1459,1.383663,1.3240293,0.6000004,0.086227108,39,28,26.249146,29.172162
1460,1.378022,1.3240293,0.6000004,0.086227108,39,28,26.249146,29.172162
1462,1.378022,1.3610989,0.6000004,0.086227108,39,28,26.249146,29.736264
1463,1.4046154,1.3610989,0.6000004,0.086227108,39,28,26.27417,29.736264
1464,1.378022,1.3610989,0.6000004,0.0821978,39,28,26.27417,29.4945032
1466,1.4046154,1.4465201,0.6000004,0.0821978,39,28,26.27417,29.736264
1467,1.4086447,1.4465201,0.6000004,0.0821978,39,28,26.473908,29.4945032
1468,1.4046154,1.4465201,0.6000004,0.0821978,39,28,26.049042,29.4945032
1469,1.3796337,1.4465201,0.6000004,0.08461539,39,28,26.023986,28.930402
1471,1.4021978,1.4263736,0.6000004,0.08542124,39,28,26.023986,29.4945032
1472,1.3917216,1.4263736,0.6000004,0.08542124,39,28,26.049042,29.172162
1473,1.3796337,1.4263736,0.6000004,0.08703297,39,28,26.023986,28.930402
1475,1.3860806,1.3457875,0.6000004,0.08703297,39,28,25.973908,29.172162
1476,1.3917216,1.3457875,0.6000004,0.08703297,39,28,26.023986,29.172162
1477,1.3860806,1.3457875,0.6000004,0.08461539,39,28,25.973908,28.849818
1479,1.3860806,1.3457875,0.6000004,0.08461539,39,28,25.973908,28.527472
1480,1.4118682,1.2853479,0.6000004,0.08461539,39,28,25.973908,28.849818
1481,1.4118682,1.2853479,0.6000004,0.08461539,39,28,25.973908,28.688642
1482,1.3957509,1.2853479,0.6000004,0.08703297,40,28,25.873688,28.527472
1484,1.3957509,1.2853479,0.6000004,0.08864469,40,28,25.496978,28.688642
1485,1.3957509,1.2853479,0.6000004,0.089450548,40,28,25.496978,28.688642
1486,1.3747985,1.314359,0.6000004,0.089450548,40,28,25.371154,28.527472
1488,1.3747985,1.314359,0.6000004,0.089450548,40,28,25.371154,28.527472
1489,1.3562638,1.314359,0.6000004,0.090256416,40,27,25.798432,28.527472
1490,1.3506226,1.3997803,0.6000004,0.090256416,40,27,25.798432,28.527472
1491,1.3465934,1.3997803,0.6000004,0.08783882,40,27,25.245178,28.124542
1493,1.3506226,1.3997803,0.6000004,0.08783882,40,27,25.446686,29.01099
1494,1.3506226,1.3997803,0.6000004,0.08703297,40,27,25.396332,27.963372
1495,1.3973626,1.3216118,0.6000004,0.08703297,40,27,25.194732,27.963372
1497,1.3973626,1.3216118,0.6000004,0.08542124,40,27,24.967498,27.882782
1498,1.412674,1.3216118,0.6000004,0.08542124,40,27,25.194732,27.882782
1499,1.412674,1.3216118,0.6000004,0.0821978,40,27,25.0685732,27.882782
1500,1.3635164,1.378022,0.6000004,0.0821978,40,27,24.891662,27.882782
1502,1.3635164,1.378022,0.6000004,0.0821978,40,27,25.0685732,27.882782
1503,1.3756044,1.378022,0.6000004,0.08058608,40,27,25.0685732,27.721611
1504,1.3530402,1.378022,0.6000004,0.08058608,40,27,24.891662,27.721611
1506,1.3530402,1.2466667,0.6000004,0.08300366,40,27,24.815734,27.721611
1507,1.3756044,1.2466667,0.6000004,0.08300366,40,27,24.891662,27.721611
1508,1.3675458,1.2466667,0.6000004,0.08300366,40,27,24.815734,27.56044
1509,1.3675458,1.2466667,0.6000004,0.08461539,40,27,24.511596,27.721611
1511,1.3715751,1.2756777,0.6000004,0.086227108,41,27,24.815734,27.56044
1512,1.4199268,1.2756777,0.6000004,0.086227108,41,27,24.613068,27.479852
1513,1.394945,1.267619,0.6000004,0.090256416,41,27,24.613068,27.39927
1515,1.394945,1.2756777,0.6000004,0.090256416,41,27,24.613068,27.318682
1516,1.394945,1.267619,0.6000004,0.090256416,41,27,24.638428,27.318682
1517,1.394945,1.267619,0.6000004,0.090256416,41,27,24.613068,27.39927
1519,1.3707692,1.267619,0.6000004,0.090256416,41,27,24.486206,27.39927
1520,1.3514286,1.3691574,0.6000004,0.08783882,41,27,24.486206,27.318682
1521,1.3514286,1.2249085,0.6000004,0.08783882,41,27,24.765136,27.8022
1522,1.3514286,1.2643955,0.6000004,0.08783882,41,27,24.765136,27.721611
1524,1.3473992,1.2643955,0.6000004,0.08783882,41,27,24.765136,27.238096
1525,1.3482051,1.2643955,0.6000004,0.08380952,41,26,24.765136,27.076922
1526,1.4102564,1.2643955,0.6000004,0.08380952,41,26,24.841064,27.076922
1528,1.3482051,1.2668132,0.6000004,0.08380952,41,26,24.613068,26.8351652
1529,1.3482051,1.2668132,0.6000004,0.08300366,41,26,24.486206,26.67399
1530,1.3506226,1.2668132,0.6000004,0.08139194,41,26,24.486206,26.67399
1531,1.3522344,1.3925275,0.6000004,0.08058608,41,26,24.384582,26.67399
1533,1.3506226,1.3925275,0.6000004,0.0781685,41,26,24.33371,26.67399
1534,1.3522344,1.3925275,0.6000004,0.0781685,42,26,24.079102,26.67399
1535,1.3554579,1.3925275,0.6000004,0.07978021,42,26,24.079102,26.91575
1537,1.3627106,1.2579486,0.6000004,0.07897436,42,26,24.130096,26.51282
1538,1.3973626,1.2579486,0.6000004,0.07978021,42,26,24.079102,26.51282
1539,1.4150915,1.3280586,0.6000004,0.07978021,42,26,24.079102,26.91575
1540,1.4150915,1.2579486,0.6000004,0.08058608,42,26,24.028106,26.51282
1542,1.4038096,1.3280586,0.6000004,0.08058608,42,26,24.028106,26.351648
1543,1.4038096,1.3409523,0.6000004,0.08058608,42,26,24.002594,26.432234
1544,1.4013919,1.3280586,0.6000004,0.08139194,42,26,24.028106,26.432234
1546,1.3643223,1.3409523,0.6000004,0.08139194,42,26,23.721528,26.27106
1547,1.3643223,1.3409523,0.6000004,0.08139194,42,26,23.721528,26.432234
1548,1.3643223,1.2241025,0.6000004,0.08139194,42,26,23.695922,26.432234
1549,1.4013919,1.2241025,0.6000004,0.07978021,42,26,23.7471,26.593408
1551,1.3586813,1.2241025,0.6000004,0.07897436,43,26,23.7471,26.593408
1552,1.3586813,1.2241025,0.6000004,0.07978021,43,26,23.7471,26.593408
1553,1.3586813,1.2241025,0.6000004,0.07978021,43,26,23.7471,26.67399
1555,1.3530402,1.2652014,0.6000004,0.08300366,43,26,23.7471,26.67399
1556,1.3530402,1.2652014,0.6000004,0.08300366,43,26,23.67035,26.029304
1557,1.4030036,1.2652014,0.6000004,0.08300366,43,26,23.67035,26.029304
1559,1.4030036,1.2410257,0.6000004,0.08461539,43,26,23.67035,25.787548
1560,1.3530402,1.2652014,0.6000004,0.08461539,43,25,23.542236,25.787548
1561,1.3804395,1.2410257,0.6000004,0.08542124,43,25,23.542236,26.27106
1562,1.3522344,1.2410257,0.6000004,0.086227108,43,25,23.542236,26.27106
1564,1.3449817,1.2458608,0.6000004,0.086227108,43,25,23.36258,26.27106
1565,1.3522344,1.2458608,0.6000004,0.090256416,43,25,23.36258,26.27106
1566,1.3667399,1.2458608,0.6000004,0.090256416,43,25,23.36258,26.27106
1568,1.3522344,1.2547253,0.6000004,0.090256416,44,25,23.336884,26.432234
1569,1.3667399,1.2547253,0.6000004,0.090256416,44,25,23.336884,26.432234
1570,1.3812454,1.2547253,0.6000004,0.089450548,44,25,23.490936,26.190478
1571,1.3667399,1.2547253,0.6000004,0.089450548,44,25,23.336884,26.029304
1573,1.3804395,1.2289378,0.6000004,0.09106227,44,25,23.490936,26.190478
1574,1.3804395,1.2289378,0.6000004,0.09106227,44,25,23.490936,26.190478
1575,1.3627106,1.2289378,0.6000004,0.09106227,44,25,23.542236,26.10989
1577,1.3465934,1.2289378,0.6000004,0.091868132,44,25,23.131104,26.190478
1578,1.3627106,1.3304762,0.6000004,0.09106227,44,25,23.772674,26.190478
1579,1.3627106,1.3304762,0.6000004,0.09347985,44,25,23.07956,26.10989
1580,1.3941392,1.3304762,0.6000004,0.092673992,44,25,23.2083132,26.10989
1582,1.3941392,1.3304762,0.6000004,0.092673992,44,25,22.950654,25.545788
1583,1.3973626,1.325641,0.6000004,0.089450548,45,25,22.924836,25.545788
1584,1.3973626,1.325641,0.6000004,0.089450548,44,25,22.924836,25.30403
1586,1.360293,1.325641,0.6000004,0.08864469,45,25,22.924836,25.30403
